While the PI3K/AKT/mTOR pathway is known to be an important growth pathway in HR positive breast cancer  PI3K inhibitors have been disappointing due to modest effect sizes and significant toxicity.,PI3K/AKT/mTOR pathway;is known;growth pathway;known;have;have disappointing due to effect sizes;PI3K/AKT/mTOR pathway;is known;growth pathway in HR positive breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;is known;important growth pathway in HR breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;be;important growth pathway in HR positive breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;is known;important growth pathway;known;have;have disappointing due to modest effect sizes;PI3K/AKT/mTOR pathway;be;growth pathway;PI3K/AKT/mTOR pathway;is known;growth pathway in HR breast cancer PI3K inhibitors;important growth pathway;is in;HR positive breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;is known;important growth pathway in HR positive breast cancer PI3K inhibitors;pathway;be;important;known;have;have disappointing;PI3K/AKT/mTOR pathway;be;important growth pathway in HR breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;is;known;PI3K/AKT/mTOR pathway;be;important growth pathway;known;have;have disappointing due;PI3K/AKT/mTOR pathway;be;growth pathway in HR breast cancer PI3K inhibitors;PI3K/AKT/mTOR pathway;be;growth pathway in HR positive breast cancer PI3K inhibitors;,19
The mTOR inhibitor everolimus significantly improves progression free survival when added to ET  and recent studies have improved supportive care allowing less toxicity.,mTOR inhibitor everolimus;improved;care;mTOR inhibitor everolimus;improved;supportive care;mTOR inhibitor everolimus;improves;progression free survival;mTOR inhibitor everolimus;improved;supportive care allowing;care;allowing;toxicity;mTOR inhibitor everolimus;added to;ET;mTOR inhibitor everolimus;improved;care allowing;mTOR inhibitor everolimus;significantly improves;progression free survival;mTOR inhibitor everolimus;significantly improves;progression survival;supportive care;allowing;toxicity;mTOR inhibitor everolimus;improves;progression survival;care;allowing;less toxicity;supportive care;allowing;less toxicity;,13
While these combination targeted therapies improve outcomes and often delay initiation of chemotherapy  long term overall survival data are lacking and data for the ideal strategy for sequencing these agents remains unclear.,data;remains for;ideal strategy;therapies;delay;initiation of chemotherapy long term survival data are lacking;therapies;often delay;initiation of chemotherapy long term overall survival data are lacking;therapies;delay;initiation are lacking;therapies;delay;initiation of chemotherapy term survival data are lacking;therapies;often delay;initiation are lacking;agents;remains for;strategy;therapies;often delay;initiation of chemotherapy term survival data are lacking;therapies;often delay;initiation of chemotherapy term overall survival data are lacking;agents;remains;unclear;data;remains for;sequencing;therapies;improve;outcomes;agents;remains for;ideal strategy;therapies;delay;initiation of chemotherapy term overall survival data are lacking;agents;remains for;sequencing;therapies;often delay;initiation of chemotherapy long term survival data are lacking;data;remains;unclear;therapies;delay;initiation of chemotherapy long term overall survival data are lacking;data;remains for;strategy;,19
Ongoing research evaluating potential biomarkers and mechanisms of resistance is anticipated to continue to improve outcomes for patients with HR positive metastatic breast cancer.,patients;is with;HR positive metastatic breast cancer;Ongoing research;evaluating;mechanisms;research;evaluating;mechanisms;research;evaluating;potential biomarkers;research;is anticipated;continue;Ongoing research;evaluating;potential biomarkers of resistance;research;is;anticipated;research;evaluating;potential biomarkers of resistance;Ongoing research;is;anticipated;Ongoing research;evaluating;potential biomarkers;Ongoing research;is anticipated;continue;,11
In this review  we will discuss management and ongoing challenges in the treatment of advanced HR positive  HER2 negative breast cancer  highlighting single agent and combination endocrine therapies  targeted therapies including palbociclib  ribociclib  abemaciclib  and everolimus  and sequencing of therapies in the clinic.,management challenges;is in;treatment of advanced HR positive HER2 negative breast cancer highlighting;we;will discuss;management challenges;we;will discuss;management challenges in treatment of advanced HR HER2 breast cancer;we;will discuss;management challenges in treatment of HR HER2 negative breast cancer;we;will discuss;management challenges in treatment of advanced HR positive HER2 breast cancer;therapies;is in;clinic;we;will discuss management challenges In;review;we;will discuss;management challenges in treatment of HR positive HER2 breast cancer;we;will discuss;management challenges in treatment of HR HER2 breast cancer;we;will discuss;management challenges in treatment;we;will discuss;management challenges in treatment of advanced HR HER2 negative breast cancer;we;will discuss;management challenges in treatment of advanced HR positive HER2 negative breast cancer;we;will discuss;management challenges in treatment of HR positive HER2 negative breast cancer;,13


To determine whether there are changes in sexuality after breast cancer  to better understand the sexual function of women with breast cancer  and to investigate the potential relationship between sexual dysfunction and socio-demographic and clinical variables.,changes;is in;sexuality;women;is with;breast cancer;,2
This study included 514 women with breast cancer between 21- and 66-years-old.,study;included;514 women;514 women;is with;breast cancer;study;included;514 women with breast cancer;,3
The cases were gathered between June 2016 and January 2017.,cases;were gathered between;June 2016;cases;were;gathered;,2
The instruments used were the questionnaire on Women's Sexual Function and a questionnaire to collect socio-demographic and clinical data.,instruments;were;questionnaire;Women;on;Sexual Function;instruments;were questionnaire on;Women 's Sexual Function;,3
The average age (± standard deviation  SD) of participants was 46.34 ± 8.28 years.,participants;average age of was;46.34 ± 8.28 years;participants;of age is;± standard deviation SD;participants;age of was;46.34 ± 8.28 years;,3
Their average age at date of diagnosis was 42.26 ± 8.56 years  and the average time suffering from cancer was 4.05 ± 5.23 years.,Their age;was;42.26 ± 8.56 years;time;was;4.05 ± 5.23 years;average time;was;4.05 ± 5.23 years;average time;suffering from;cancer;time;suffering from;cancer;Their average age;was;42.26 ± 8.56 years;,6
There were significant differences (p = 0.002) in the presence of sexual dysfunction before (32.1%) and after (91.2%) cancer.,p;=;0.002;,1
The primary sexual dysfunctions were due to penetration pain (50.6%)  lubrication (50.6%)  dysfunctional desire (44.6%)  and dysfunctional excitement (44.6%).,primary dysfunctions;were due to;50.6 %;sexual dysfunctions;were due to;50.6 %;dysfunctions;were due to;50.6 %;primary sexual dysfunctions;were due to;50.6 %;primary dysfunctions;were due to;penetration pain;dysfunctions;were;due;primary sexual dysfunctions;were;due;sexual dysfunctions;were due to;penetration pain;sexual dysfunctions;were;due;primary sexual dysfunctions;were due to;penetration pain;dysfunctions;were due to;penetration pain;primary dysfunctions;were;due;,12
Two-thirds of participants were satisfied with their sexual relations.,Two-thirds;were satisfied with;their relations;Two-thirds;were satisfied with;their sexual relations;Two-thirds;were;satisfied;,3
The women who presented most sexual dysfunction were those that had a bilateral mastectomy (p = 0.009) and those who received chemotherapy  radiotherapy and hormonal-therapy (p < 0.001).,p;=;0.009;,1
Sexual function was changed in women with breast cancer.,Sexual function;was changed in;women with breast cancer;function;was changed in;women with breast cancer;women;is with;breast cancer;function;was changed in;women;function;was;changed;Sexual function;was changed in;women;Sexual function;was;changed;,7
The main problems included penetration pain  desire  lubrication  and dysfunctional excitement.,main problems;included;dysfunctional excitement;problems;included;penetration pain desire lubrication;problems;included;excitement;main problems;included;penetration pain desire lubrication;problems;included;dysfunctional excitement;main problems;included;excitement;,6
It is important that Health professionals recognize which circumstances influence the sexual function of women with breast cancer and to make interventions that facilitate sexual adjustment.,It;is;important;circumstances;influence function with;breast cancer;circumstances;influence;function of women;circumstances;influence;function;circumstances;sexual function of;women;circumstances;influence;sexual function;circumstances;function of;women;circumstances;influence;sexual function of women;,8


Estrogen receptor alpha (ERα) is detected in more than 70% of the cases of breast cancer.,Estrogen receptor alpha;is;detected;,1
Nuclear activity of ERα  a transcriptional regulator  is linked to the development of mammary tumors  whereas the extranuclear activity of ERα is related to endocrine therapy resistance.,regulator;is linked;related;regulator;is linked to;development of mammary tumors;regulator;is;linked;transcriptional regulator;is linked;related;activity;is related to;therapy resistance;activity;is related to;endocrine therapy resistance;regulator;is linked;related to endocrine therapy resistance;regulator;is linked to;development;transcriptional regulator;is linked to;development of mammary tumors;transcriptional regulator;is linked;related to endocrine therapy resistance;transcriptional regulator;is linked;related to therapy resistance;transcriptional regulator;is;linked;extranuclear activity;is related to;therapy resistance;regulator;is linked to;development of tumors;regulator;is linked;related to therapy resistance;extranuclear activity;is;related;transcriptional regulator;is linked to;development;transcriptional regulator;is linked to;development of tumors;extranuclear activity;is related to;endocrine therapy resistance;activity;is;related;,20
ERα polyubiquitination is induced by the estradiol hormone  and also by selective estrogen receptor degraders  resulting in ERα degradation via the ubiquitin proteasome system.,ERα polyubiquitination estrogen receptor degraders;resulting in;ERα degradation;ERα polyubiquitination;is;induced;ERα polyubiquitination estrogen receptor degraders;resulting via;ubiquitin proteasome system;ERα polyubiquitination selective estrogen receptor degraders;resulting in;ERα degradation;ERα polyubiquitination selective estrogen receptor degraders;resulting via;ubiquitin proteasome system;ERα polyubiquitination;is induced by;estradiol hormone;,6
Moreover  polyubiquitination is related to the ERα transcription cycle  and some E3-ubiquitin ligases also function as coactivators for ERα.,polyubiquitination;Moreover is related to;ERα transcription cycle;polyubiquitination;is;related;related;also function as;coactivators for ERα;polyubiquitination;is related to;ERα transcription cycle;polyubiquitination;is;Moreover related;related;also function as;coactivators;related;function as;coactivators for ERα;related;function as;coactivators;,8
Several studies have demonstrated that ERα polyubiquitination is inhibited by multiple mechanisms that include posttranslational modifications  interactions with coregulators  and formation of specific protein complexes with ERα.,ERα polyubiquitination;is;inhibited;posttranslational modifications interactions;is with;coregulators of specific protein complexes;specific protein complexes;is with;ERα;,3
These events are responsible for an increase in ERα protein levels and deregulation of its signaling in breast cancers.,events;are;responsible;increase;is in;ERα protein levels;events;are responsible for;increase;events;are responsible for;increase in ERα protein levels;its signaling;is in;breast cancers;,5
Thus  ERα polyubiquitination inhibition may be a key factor in the progression of breast cancer and resistance to endocrine therapy.,ERα polyubiquitination inhibition;may;Thus may key factor;ERα polyubiquitination inhibition;may;Thus may key factor in progression;ERα polyubiquitination inhibition;may;Thus may factor;may key factor;is in;progression of breast cancer;ERα polyubiquitination inhibition;may;Thus may key factor in progression of breast cancer;ERα polyubiquitination inhibition;may;may factor in progression of breast cancer;ERα polyubiquitination inhibition;may;may key factor in progression of breast cancer;ERα polyubiquitination inhibition;may;Thus may factor in progression of breast cancer;ERα polyubiquitination inhibition;may;may key factor in progression;inhibition;be;key;ERα polyubiquitination inhibition;may;may factor;ERα polyubiquitination inhibition;may;Thus may factor in progression;ERα polyubiquitination inhibition;may;may factor in progression;ERα polyubiquitination inhibition;may;may key factor;,14


The aim of the present work is to assess the Objective Breast Cosmesis Scale (OBCS) in a patient cohort that was treated in two hospitals.,aim;assess;Objective Breast Cosmesis Scale;aim;assess;OBCS;,2
Their treatment-related cosmetic changes were recorded on nonstandardized photographs.,Their cosmetic changes;were recorded on;photographs;Their treatment-related cosmetic changes;were recorded on;photographs;Their cosmetic changes;were recorded on;nonstandardized photographs;Their cosmetic changes;were;recorded;Their treatment-related cosmetic changes;were;recorded;Their treatment-related cosmetic changes;were recorded on;nonstandardized photographs;,6
Nineteen female patients were enrolled in two radiation oncology centers (Nice  France  and Perugia  Italy).,female patients;were enrolled in;two radiation oncology centers;Nineteen female patients;were;enrolled;female patients;were;enrolled;Nineteen female patients;were enrolled in;two radiation oncology centers;,4
All patients had undergone breast-conserving surgery (BCS) and received adjuvant accelerated partial breast irradiation using interstitial fractionated multicatheter high-dose-rate brachytherapy.,breast irradiation;using;fractionated brachytherapy;adjuvant accelerated partial breast irradiation;using;fractionated multicatheter brachytherapy;accelerated partial breast irradiation;using;interstitial brachytherapy;accelerated breast irradiation;using;high-dose-rate brachytherapy;breast irradiation;using;interstitial fractionated multicatheter brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;patients;received;breast irradiation;adjuvant partial breast irradiation;using;multicatheter high-dose-rate brachytherapy;accelerated partial breast irradiation;using;interstitial fractionated brachytherapy;accelerated partial breast irradiation;using;interstitial multicatheter brachytherapy;accelerated breast irradiation;using;fractionated high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;multicatheter brachytherapy;partial breast irradiation;using;fractionated brachytherapy;accelerated breast irradiation;using;interstitial brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial fractionated brachytherapy;accelerated breast irradiation;using;fractionated brachytherapy;adjuvant accelerated breast irradiation;using;interstitial brachytherapy;adjuvant accelerated breast irradiation;using;interstitial multicatheter brachytherapy;breast irradiation;using;interstitial brachytherapy;adjuvant accelerated breast irradiation;using;fractionated brachytherapy;adjuvant accelerated breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant accelerated breast irradiation;using;interstitial fractionated multicatheter brachytherapy;adjuvant breast irradiation;using;interstitial multicatheter brachytherapy;accelerated partial breast irradiation;using;interstitial high-dose-rate brachytherapy;patients;had undergone;breast-conserving surgery;partial breast irradiation;using;interstitial brachytherapy;partial breast irradiation;using;fractionated high-dose-rate brachytherapy;accelerated breast irradiation;using;brachytherapy;accelerated partial breast irradiation;using;fractionated brachytherapy;breast irradiation;using;multicatheter brachytherapy;adjuvant partial breast irradiation;using;interstitial high-dose-rate brachytherapy;breast irradiation;using;fractionated multicatheter brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial brachytherapy;adjuvant breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;patients;received;partial breast irradiation;adjuvant partial breast irradiation;using;multicatheter brachytherapy;adjuvant breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;breast irradiation;using;interstitial high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;adjuvant breast irradiation;using;brachytherapy;patients;received;adjuvant accelerated breast irradiation;adjuvant breast irradiation;using;interstitial fractionated brachytherapy;accelerated partial breast irradiation;using;multicatheter brachytherapy;accelerated partial breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;accelerated breast irradiation;using;multicatheter brachytherapy;patients;received;adjuvant breast irradiation;patients;received;accelerated partial breast irradiation;breast irradiation;using;interstitial fractionated brachytherapy;adjuvant breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;high-dose-rate brachytherapy;accelerated breast irradiation;using;fractionated multicatheter brachytherapy;adjuvant accelerated breast irradiation;using;multicatheter brachytherapy;adjuvant accelerated breast irradiation;using;fractionated high-dose-rate brachytherapy;partial breast irradiation;using;brachytherapy;adjuvant accelerated breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;patients;received;adjuvant accelerated partial breast irradiation;accelerated partial breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;patients;received;adjuvant partial breast irradiation;accelerated partial breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;adjuvant breast irradiation;using;fractionated high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;fractionated high-dose-rate brachytherapy;breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;adjuvant accelerated breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;accelerated breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant breast irradiation;using;fractionated multicatheter brachytherapy;patients;received;accelerated breast irradiation;adjuvant breast irradiation;using;interstitial high-dose-rate brachytherapy;partial breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;patients;had undergone;surgery;adjuvant partial breast irradiation;using;fractionated high-dose-rate brachytherapy;breast irradiation;using;fractionated high-dose-rate brachytherapy;partial breast irradiation;using;interstitial fractionated multicatheter brachytherapy;adjuvant partial breast irradiation;using;fractionated brachytherapy;adjuvant breast irradiation;using;multicatheter brachytherapy;partial breast irradiation;using;interstitial high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial multicatheter brachytherapy;adjuvant breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;accelerated breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;accelerated breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;breast irradiation;using;interstitial multicatheter brachytherapy;adjuvant accelerated partial breast irradiation;using;brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;accelerated partial breast irradiation;using;interstitial fractionated multicatheter brachytherapy;accelerated partial breast irradiation;using;fractionated high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;multicatheter brachytherapy;accelerated partial breast irradiation;using;brachytherapy;adjuvant accelerated breast irradiation;using;brachytherapy;breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant breast irradiation;using;fractionated brachytherapy;accelerated breast irradiation;using;interstitial fractionated multicatheter brachytherapy;partial breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;interstitial fractionated brachytherapy;adjuvant partial breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;fractionated multicatheter brachytherapy;breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;high-dose-rate brachytherapy;adjuvant breast irradiation;using;high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;partial breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;interstitial multicatheter brachytherapy;accelerated breast irradiation;using;interstitial fractionated brachytherapy;breast irradiation;using;brachytherapy;accelerated partial breast irradiation;using;high-dose-rate brachytherapy;partial breast irradiation;using;interstitial multicatheter brachytherapy;accelerated breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;interstitial fractionated brachytherapy;adjuvant accelerated breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;interstitial fractionated multicatheter brachytherapy;accelerated breast irradiation;using;interstitial fractionated multicatheter high-dose-rate brachytherapy;breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;adjuvant breast irradiation;using;interstitial fractionated multicatheter brachytherapy;adjuvant partial breast irradiation;using;interstitial fractionated multicatheter brachytherapy;accelerated partial breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;fractionated multicatheter brachytherapy;adjuvant partial breast irradiation;using;interstitial multicatheter high-dose-rate brachytherapy;partial breast irradiation;using;interstitial fractionated high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;brachytherapy;adjuvant accelerated breast irradiation;using;interstitial fractionated brachytherapy;breast irradiation;using;high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant breast irradiation;using;interstitial brachytherapy;adjuvant accelerated breast irradiation;using;fractionated multicatheter high-dose-rate brachytherapy;accelerated partial breast irradiation;using;fractionated multicatheter brachytherapy;accelerated partial breast irradiation;using;multicatheter high-dose-rate brachytherapy;adjuvant accelerated breast irradiation;using;high-dose-rate brachytherapy;accelerated breast irradiation;using;interstitial high-dose-rate brachytherapy;adjuvant partial breast irradiation;using;interstitial brachytherapy;adjuvant accelerated breast irradiation;using;interstitial high-dose-rate brachytherapy;adjuvant accelerated partial breast irradiation;using;fractionated brachytherapy;accelerated breast irradiation;using;interstitial multicatheter brachytherapy;adjuvant accelerated breast irradiation;using;fractionated multicatheter brachytherapy;adjuvant breast irradiation;using;multicatheter high-dose-rate brachytherapy;,138
One photograph before and another after accelerated partial breast irradiation was taken for each patient to record changes in breast cosmesis.,photograph;record;changes;photograph;before and another was taken for;patient;One photograph;before was taken for;patient;photograph;was taken for;patient;One photograph;record;changes;One photograph;was taken for;patient;photograph;record;changes in breast cosmesis;One photograph;before and another was taken for;patient;One photograph;record;changes in breast cosmesis;changes;is in;breast cosmesis;photograph;before was taken for;patient;,11
Using the OBCS  before and after photographs were analyzed by measuring distances between anatomic features.,photographs;were;analyzed;photographs;measuring;distances between anatomic features;photographs;measuring;distances between features;photographs;measuring;distances;,4
OBCS scores from four doctors (two males [one radiation oncologist and one post-grad trainee] and two females [one radiation oncologist and one post-grad trainee]) were compared.,,0
Agreement was high between trainees and specialist  and males and females before and after treatment.,Agreement;was;high before treatment;Agreement;was;high treatment;Agreement;was;high between trainees before treatment;Agreement;was high between;trainees;Agreement;was;high between trainees treatment;Agreement;was;high;,6
The intraclass correlation coefficient ranged from 0.867 to 0.950 before treatment and from 0.876 to 0.952 afterward.,correlation coefficient;ranged before;treatment;intraclass correlation coefficient;ranged before;treatment;,2
The coefficient of variation ranged from 12% to 26.5% before treatment  and from 13% to 21.4% afterward.,coefficient;ranged from;13 % to 21.4 %;coefficient;ranged from;12 % to 26.5 %;coefficient;ranged from;12 % to 26.5 % before treatment;coefficient;ranged from;13 % to 21.4 % afterward;coefficient;ranged from;12 %;coefficient;ranged from;13 %;coefficient;ranged from;12 % before treatment;,7
The OBCS is easy  time-efficient  reproducible  cost-effective  and reliable.,OBCS;is;reproducible cost-effective;OBCS;is;easy time-efficient cost-effective;OBCS;is;easy time-efficient reproducible cost-effective;OBCS;is;time-efficient cost-effective;OBCS;is;easy reproducible cost-effective;OBCS;is;time-efficient reproducible cost-effective;OBCS;is;easy cost-effective;OBCS;is;cost-effective;,8
Its potential practical applications merit further investigation in future studies.,Its potential practical applications;merit;further investigation in future studies;Its potential applications;merit;investigation;Its potential applications;merit;investigation in future studies;Its potential practical applications;merit;investigation in future studies;Its potential practical applications;merit;investigation;Its potential applications;merit;further investigation in future studies;Its potential applications;merit;further investigation;Its potential practical applications;merit;further investigation;further investigation;is in;future studies;,9


Insulin resistance associated with hyperinsulinaemia and overexpression of insulin receptors (IRs) have been intricately linked to the pathogenesis and treatment outcomes of the breast carcinoma.,Insulin resistance;have;have linked;Insulin resistance;have;have intricately linked to pathogenesis;Insulin resistance;have;have intricately linked to pathogenesis of breast carcinoma;Insulin resistance;have;have intricately linked;Insulin resistance;have;have linked to pathogenesis;Insulin resistance;have;have linked to pathogenesis of breast carcinoma;,6
Studies have revealed that upregulated expression of IRs in breast cancer pathogenesis regulates several aspects of the malignant phenotype  including cell proliferation and metastasis.,upregulated expression;regulates;several aspects of malignant phenotype;upregulated expression;regulates;several aspects of malignant phenotype including cell proliferation;aspects;upregulated expression of;IRs;upregulated expression;regulates;aspects of phenotype;several aspects;upregulated expression in;breast cancer pathogenesis;upregulated expression;regulates;several aspects;expression;regulates;aspects of phenotype;upregulated expression;regulates;aspects of malignant phenotype;expression;regulates;several aspects of phenotype;expression;regulates;aspects;several aspects;upregulated expression of;IRs;aspects;expression of;IRs;expression;regulates;aspects of phenotype including cell proliferation;expression;regulates;several aspects of malignant phenotype;upregulated expression;regulates;aspects of phenotype including cell proliferation;upregulated expression;regulates;aspects;expression;regulates;aspects of malignant phenotype including cell proliferation;several aspects;expression of;IRs;expression;regulates;several aspects;aspects;upregulated expression in;breast cancer pathogenesis;upregulated expression;regulates;several aspects of phenotype including cell proliferation;upregulated expression;is in;breast cancer pathogenesis;aspects;expression in;breast cancer pathogenesis;several aspects;expression in;breast cancer pathogenesis;expression;regulates;aspects of malignant phenotype;expression;regulates;several aspects of phenotype including cell proliferation;upregulated expression;regulates;several aspects of phenotype;upregulated expression;regulates;aspects of malignant phenotype including cell proliferation;expression;regulates;several aspects of malignant phenotype including cell proliferation;,29
This study was aimed to investigate the pivotal role of an IR antagonist S961 on IR signalling and other biological parameters in MCF-7  MDA-MB-231 and T47D cell lines.,study;investigate;role;study;investigate;pivotal role of IR antagonist S961 on IR signalling in MCF-7 MDA-MB-231;study;investigate;pivotal role on IR signalling;study;investigate;role of IR antagonist S961 on IR signalling;study;investigate;role of IR antagonist S961;study;was;aimed;study;investigate;pivotal role of IR antagonist S961 on IR signalling;study;investigate;role of IR antagonist S961 on IR signalling in MCF-7 MDA-MB-231;study;investigate;pivotal role;study;investigate;pivotal role of IR antagonist S961;study;investigate;role on IR signalling;study;investigate;role on IR signalling in MCF-7 MDA-MB-231;study;investigate;pivotal role on IR signalling in MCF-7 MDA-MB-231;IR signalling;is in;MCF-7 MDA-MB-231;,14
The effect of human insulin and S961 on growth  proliferation rate and clonogenic potential of breast cancer cells was evaluated by MTT [3-(4 5-dimethylthiazol-2-yl)-2 5-diphenyltetrazoliumbromide] assay and clonogenic assay.,effect;was evaluated by;MTT;effect;was;evaluated;,2
The mRNA expression of IR isoforms (IR-A and IR-B) was measured in the breast carcinoma cells using quantitative PCR.,mRNA expression;using;PCR;mRNA expression;was;measured;mRNA expression;using;quantitative PCR;mRNA expression;was measured in;breast carcinoma cells;,4
The study revealed that breast cancer cells predominantly expressed IR-A isoform and showed extensive growth and proliferation owing to IR overexpression.,breast cancer cells;expressed;IR-A isoform;breast cancer cells;showed proliferation owing to;IR overexpression;breast cancer cells;showed;growth;breast cancer cells;showed;proliferation owing;breast cancer cells;showed growth to;IR overexpression;breast cancer cells;predominantly expressed;IR-A isoform;breast cancer cells;showed;extensive growth;,7
It was found that S961 downregulated the IRs (IR-A and IR-B) with nanomolar dose and efficiently blocked expression of IRs even in the presence of insulin.,S961;efficiently blocked expression in;presence;S961;efficiently blocked;expression;S961;blocked;expression of IRs;S961;efficiently blocked expression in;even presence of insulin;S961;downregulated IRs with;nanomolar dose;S961;efficiently blocked expression in;presence of insulin;S961;blocked;expression;S961;blocked expression in;presence;S961;downregulated;IRs;S961;blocked expression in;even presence;It;was;found;S961;efficiently blocked expression in;even presence;S961;blocked expression in;presence of insulin;S961;efficiently blocked;expression of IRs;S961;blocked expression in;even presence of insulin;S961;downregulated IRs with;dose;,16
IR mRNA expression levels were significantly downregulated in the continued presence of S961.,IR mRNA expression levels;were downregulated in;continued presence of S961;IR mRNA expression levels;were downregulated in;presence of S961;IR mRNA expression levels;were downregulated in;presence;IR mRNA expression levels;were significantly downregulated in;presence of S961;IR mRNA expression levels;were;downregulated;IR mRNA expression levels;were;significantly downregulated;IR mRNA expression levels;were downregulated in;continued presence;IR mRNA expression levels;were significantly downregulated in;continued presence of S961;IR mRNA expression levels;were significantly downregulated in;continued presence;IR mRNA expression levels;were significantly downregulated in;presence;,10
S961 also inhibited cellular proliferation and colony formation in breast tumour cells.,proliferation;is in;breast tumour cells;S961;also inhibited;cellular proliferation;S961;inhibited;proliferation;S961;also inhibited;colony formation;S961;inhibited;cellular proliferation;S961;also inhibited;proliferation in breast tumour cells;S961;inhibited;cellular proliferation in breast tumour cells;S961;inhibited;colony formation;S961;inhibited;proliferation in breast tumour cells;S961;also inhibited;proliferation;S961;also inhibited;cellular proliferation in breast tumour cells;,11
IR antagonist  S961 showed distinct antagonism in vitro and appeared to be a powerful therapeutic modality that might provide insight into the pathogenesis of impaired IR signalling.,IR antagonist S961;showed;antagonism;IR antagonist S961;showed;distinct antagonism;,2


The mechanisms underlying cognitive decline after radiotherapy not directed at brain areas remains unclear.,mechanisms;remains;unclear;mechanisms;underlying;decline;mechanisms;underlying;cognitive decline;,3
We previously suggested that adjuvant breast radiotherapy in breast conservation therapy could lower memory function soon after therapy  and that the process might be partially mediated by plasma interleukin (IL)-6 levels.,adjuvant breast radiotherapy;is in;breast conservation therapy;We;suggested;that;We;previously suggested;that;,3
The present study investigated how that relationship changes longitudinally.,,0
We performed the Wechsler Memory Scale-Revised (WMS-R) test and measured plasma IL-6 levels for 47 breast cancer surgical patients within 1 year after the initial therapy (study 1) and more than 2 years after study 1 (study 2).,We;performed;Wechsler Memory test;We;performed;Wechsler Memory Scale-Revised test;,2
We also performed 2 × 2 mixed [the radiotherapy group (n = 25) or the no-radiotherapy group (n = 22) × study 1 or study 2] analysis of covariance on the WMS-R indices and plasma IL-6 levels.,We;performed;2 × 2 mixed;We;also performed;2 × 2 mixed;,2
